iteration;agentId;positionBefore;positionAfter;personalBest;personalBestFitness;globalBest;globalBestFitness;popAvgFitness;popStdDev;distToOptimum
6;116;[-0.0488626383,0.0048328893];[-0.0488626383,0.0048328893];[-0.0488626383,0.0048328893];0.2018252790;[-0.0005889333,-0.0226268389];0.0776047176;0.4076113455;0.3803361785;0.0226345020
6;91;[0.0782286880,0.0572253203];[0.0782286880,0.0572253203];[0.0782286880,0.0572253203];0.5091310949;[-0.0005889333,-0.0226268389];0.0776047176;0.4076113455;0.3803361785;0.0226345020
6;48;[-0.0540571039,0.0963163416];[0.0183538567,0.0106320784];[0.0183538567,0.0106320784];0.0719361569;[-0.0005889333,-0.0226268389];0.0776047176;0.3896430270;0.3830273770;0.0226345020
6;78;[0.0026571694,0.1339927835];[0.0229714171,-0.0372308244];[0.0229714171,-0.0372308244];0.1740264623;[-0.0005889333,-0.0226268389];0.0776047176;0.3689881012;0.3773481881;0.0226345020
6;106;[-0.0740061223,-0.0258242679];[0.0060378024,0.0160857228];[0.0060378024,0.0160857228];0.0564401073;[-0.0005889333,-0.0226268389];0.0776047176;0.3582730092;0.3814844781;0.0226345020
6;120;[0.0402794632,-0.0108825054];[0.0402794632,-0.0108825054];[0.0402794632,-0.0108825054];0.1637413363;[-0.0005889333,-0.0226268389];0.0776047176;0.3582730092;0.3814844781;0.0226345020
6;5;[-0.1595541444,-0.1359237773];[-0.1212035121,-0.0882219519];[-0.1212035121,-0.0882219519];0.9410000069;[-0.0005889333,-0.0226268389];0.0776047176;0.3401486603;0.3379705006;0.0226345020
6;110;[-0.0509147070,0.0009647202];[-0.0509147070,0.0009647202];[-0.0509147070,0.0009647202];0.2116303143;[-0.0005889333,-0.0226268389];0.0776047176;0.3401486603;0.3379705006;0.0226345020
6;82;[-0.1384890344,-0.1582351758];[-0.1384890344,-0.1582351758];[-0.1384890344,-0.1582351758];1.4913765666;[-0.0005889333,-0.0226268389];0.0776047176;0.3401486603;0.3379705006;0.0226345020
6;127;[0.0270276297,2.7565584342];[-0.0003374126,1.5303813442];[-0.0003374126,1.5303813442];5.6013587360;[-0.0005889333,-0.0226268389];0.0776047176;0.3401486603;0.3379705006;0.0226345020
6;128;[32.3648671949,-0.0226268389];[25.8264010909,-0.0226268389];[25.8264010909,-0.0226268389];20.1331930232;[-0.0005889333,-0.0226268389];0.0776047176;0.5098651143;0.9872434631;0.0226345020
6;129;[0.0270276297,0.0780553718];[0.0270276297,0.0780553718];[0.0270276297,0.0780553718];0.4062168387;[-0.0005889333,-0.0226268389];0.0776047176;1.1230941115;3.5498923568;0.0226345020
6;130;[-0.0160976797,-0.0156487253];[-0.0009333556,0.0034344531];[-0.0009333556,0.0034344531];0.0104036859;[-0.0005889333,-0.0226268389];0.0776047176;1.1013705577;3.4978516512;0.0226345020
6;131;[0.0190552366,-0.0461868978];[-0.0266040076,0.0109426642];[-0.0266040076,0.0109426642];0.1032642430;[-0.0005889333,-0.0226268389];0.0776047176;1.0692832968;3.4509550525;0.0226345020
6;132;[-12.7999689184,0.0262499195];[-3.7839500511,0.0262499195];[-3.7839500511,0.0262499195];9.1861695851;[-0.0005889333,-0.0226268389];0.0776047176;1.0416827524;3.4051038016;0.0226345020
6;133;[0.0190552366,-0.0461868978];[-0.0153595426,-0.0290436672];[-0.0153595426,-0.0290436672];0.1214516168;[-0.0005889333,-0.0226268389];0.0776047176;1.2679184978;3.6144221461;0.0226345020
6;134;[-0.0159847628,0.0604733490];[-0.0159847628,0.0604733490];[-0.0159847628,0.0604733490];0.2779688964;[-0.0005889333,-0.0226268389];0.0776047176;1.2369329064;3.5700880849;0.0226345020
6;135;[0.0782286880,0.0012629669];[0.0094705440,0.0012629669];[0.0094705440,0.0012629669];0.0294528845;[-0.0005889333,-0.0226268389];0.0776047176;1.2116970114;3.5261428988;0.0226345020
6;136;[-5.0320790259,0.0572253203];[-2.9169755230,0.0572253203];[-2.9169755230,0.0572253203];7.0164155496;[-0.0005889333,-0.0226268389];0.0776047176;1.1813830594;3.4856550166;0.0226345020
6;137;[0.0782286880,0.0572253203];[0.0782286880,0.0572253203];[0.0782286880,0.0572253203];0.5091310949;[-0.0005889333,-0.0226268389];0.0776047176;1.3272588717;3.5603309501;0.0226345020
6;138;[0.0224687383,0.0129391323];[0.0224687383,0.0129391323];[0.0224687383,0.0129391323];0.0911526873;[-0.0005889333,-0.0226268389];0.0776047176;1.3073045357;3.5189080444;0.0226345020
6;139;[0.0402794632,-0.0108825054];[0.0402794632,-0.0108825054];[0.0402794632,-0.0108825054];0.1637413363;[-0.0005889333,-0.0226268389];0.0776047176;1.2783485393;3.4817041437;0.0226345020
6;140;[0.0060378024,0.0160857228];[0.0060378024,0.0160857228];[0.0060378024,0.0160857228];0.0564401073;[-0.0005889333,-0.0226268389];0.0776047176;1.2524274415;3.4450791823;0.0226345020
6;141;[-8.1741433100,7.5123767605];[-3.5268582808,6.8756930974];[-3.5268582808,6.8756930974];15.1416894530;[-0.0005889333,-0.0226268389];0.0776047176;1.2252459112;3.4103665877;0.0226345020
6;142;[0.0183538567,0.0106320784];[0.0183538567,0.0106320784];[0.0183538567,0.0106320784];0.0719361569;[-0.0005889333,-0.0226268389];0.0776047176;1.5345002121;3.9471792809;0.0226345020
6;143;[-0.1313037470,0.0169308203];[-0.1313037470,0.0169308203];[-0.1313037470,0.0169308203];0.7810977204;[-0.0005889333,-0.0226268389];0.0776047176;1.5027053414;3.9098612340;0.0226345020
6;144;[-0.0509147070,0.0009647202];[-0.0509147070,0.0009647202];[-0.0509147070,0.0009647202];0.2116303143;[-0.0005889333,-0.0226268389];0.0776047176;1.4873519877;3.8694447412;0.0226345020
6;112;[0.1010386979,0.0176296088];[0.0147830720,0.0096420066];[0.0147830720,0.0096420066];0.0581977301;[-0.0005889333,-0.0226268389];0.0776047176;1.4505729546;3.8363250470;0.0226345020
6;113;[-0.0489960099,0.0128441925];[-0.0075019057,0.0124317617];[-0.0075019057,0.0124317617];0.0466742110;[-0.0005889333,-0.0226268389];0.0776047176;1.4471657111;3.8374976039;0.0226345020
6;115;[-0.0504221273,0.0960439567];[-0.0370018435,0.0854339430];[-0.0370018435,0.0854339430];0.4800581159;[-0.0005889333,-0.0226268389];0.0776047176;1.4447629010;3.8380662462;0.0226345020
6;117;[-0.0640107624,0.0059191404];[-0.0306527384,0.0057292173];[-0.0306527384,0.0057292173];0.1138925461;[-0.0005889333,-0.0226268389];0.0776047176;1.4411311144;3.8392412116;0.0226345020
6;118;[0.0522421872,0.0151211683];[0.0157014259,0.0158199257];[0.0157014259,0.0158199257];0.0762288948;[-0.0005889333,-0.0226268389];0.0776047176;1.4379107604;3.8403197594;0.0226345020
6;95;[0.0415118683,-0.0488404875];[0.0097254495,-0.0183035201];[0.0097254495,-0.0183035201];0.0700291162;[-0.0005889333,-0.0226268389];0.0776047176;1.4333744971;3.8418039630;0.0226345020
6;124;[-0.0483923296,0.0017296632];[-0.0205725333,0.0021323274];[-0.0205725333,0.0021323274];0.0698507664;[-0.0005889333,-0.0226268389];0.0776047176;1.4307004045;3.8427073372;0.0226345020
6;73;[-0.0746821126,0.1567388342];[-0.0746821126,0.1567388342];[-0.0746821126,0.1567388342];1.1438793527;[-0.0005889333,-0.0226268389];0.0776047176;1.4307004045;3.8427073372;0.0226345020
6;82;[-0.1384890344,-0.1582351758];[-0.1201023823,0.0983727332];[-0.1201023823,0.0983727332];0.9890400557;[-0.0005889333,-0.0226268389];0.0776047176;1.4202350606;3.8432118452;0.0226345020
6;127;[-0.0003374126,1.5303813442];[-0.0174525295,0.9719669962];[-0.0174525295,0.9719669962];2.5979836897;[-0.0005889333,-0.0226268389];0.0776047176;1.3576647471;3.7988229654;0.0226345020
6;128;[25.8264010909,-0.0226268389];[18.8931486185,-0.0157675826];[18.8931486185,-0.0157675826];18.9030812566;[-0.0005889333,-0.0226268389];0.0776047176;1.3320374186;3.6741788716;0.0226345020
6;129;[0.0270276297,0.0780553718];[0.0226692216,0.0175301912];[0.0226692216,0.0175301912];0.1028001862;[-0.0005889333,-0.0226268389];0.0776047176;1.3257162384;3.6760267861;0.0226345020
6;130;[-0.0009333556,0.0034344531];[-0.0009333556,0.0034344531];[-0.0009333556,0.0034344531];0.0104036859;[-0.0005889333,-0.0226268389];0.0776047176;1.3257162384;3.6760267861;0.0226345020
6;131;[-0.0266040076,0.0109426642];[-0.0053282899,0.0076026862];[-0.0053282899,0.0076026862];0.0285527407;[-0.0005889333,-0.0226268389];0.0776047176;1.3241597487;3.6765598410;0.0226345020
6;132;[-3.7839500511,0.0262499195];[-3.7839500511,0.0262499195];[-3.7839500511,0.0262499195];9.1861695851;[-0.0005889333,-0.0226268389];0.0776047176;1.3241597487;3.6765598410;0.0226345020
6;133;[-0.0153595426,-0.0290436672];[-0.0091086423,0.0015118765];[-0.0091086423,0.0015118765];0.0283841996;[-0.0005889333,-0.0226268389];0.0776047176;1.3222208442;3.6772180826;0.0226345020
6;134;[-0.0159847628,0.0604733490];[-0.0008497289,-0.0053393622];[-0.0008497289,-0.0053393622];0.0160702302;[-0.0005889333,-0.0226268389];0.0776047176;1.3167646220;3.6789573761;0.0226345020
6;135;[0.0094705440,0.0012629669];[0.0019364313,0.0032588859];[0.0019364313,0.0032588859];0.0111045931;[-0.0005889333,-0.0226268389];0.0776047176;1.3163823659;3.6790920630;0.0226345020
6;136;[-2.9169755230,0.0572253203];[-1.8274823271,0.0341357877];[-1.8274823271,0.0341357877];5.2144566403;[-0.0005889333,-0.0226268389];0.0776047176;1.2788415553;3.6295989257;0.0226345020
6;137;[0.0782286880,0.0572253203];[0.0493551482,0.0224423384];[0.0493551482,0.0224423384];0.2299676058;[-0.0005889333,-0.0226268389];0.0776047176;1.2730256493;3.6310509846;0.0226345020
6;138;[0.0224687383,0.0129391323];[0.0110525432,0.0121021907];[0.0110525432,0.0121021907];0.0534972792;[-0.0005889333,-0.0226268389];0.0776047176;1.2722411616;3.6313103017;0.0226345020
6;139;[0.0402794632,-0.0108825054];[0.0232443788,-0.0063955798];[0.0232443788,-0.0063955798];0.0835945214;[-0.0005889333,-0.0226268389];0.0776047176;1.2705714363;3.6318380089;0.0226345020
6;140;[0.0060378024,0.0160857228];[-0.0007235262,0.0068876442];[-0.0007235262,0.0068876442];0.0208650708;[-0.0005889333,-0.0226268389];0.0776047176;1.2698302897;3.6320893213;0.0226345020
6;141;[-3.5268582808,6.8756930974];[-1.2978771855,5.2069194185];[-1.2978771855,5.2069194185];12.3690165990;[-0.0005889333,-0.0226268389];0.0776047176;1.2120662719;3.4272887596;0.0226345020
6;142;[0.0183538567,0.0106320784];[0.0070279635,0.0099597560];[0.0070279635,0.0099597560];0.0384304001;[-0.0005889333,-0.0226268389];0.0776047176;1.2113682353;3.4275243030;0.0226345020
6;143;[-0.1313037470,0.0169308203];[0.0189869436,0.0178407008];[0.0189869436,0.0178407008];0.0916851824;[-0.0005889333,-0.0226268389];0.0776047176;1.1970054741;3.4307401784;0.0226345020
6;144;[-0.0509147070,0.0009647202];[-0.0043560586,-0.0063768544];[-0.0043560586,-0.0063768544];0.0234304473;[-0.0005889333,-0.0226268389];0.0776047176;1.1930846436;3.4319713980;0.0226345020
7;52;[-0.0205566605,-0.0317915756];[-0.0040134631,-0.0154188136];[-0.0040134631,-0.0154188136];0.0518102604;[-0.0009333556,0.0034344531];0.0104036859;0.1120344179;0.1442548861;0.0035590196
7;74;[-0.0005889333,-0.0226268389];[-0.0058234532,-0.0170559382];[-0.0058234532,-0.0170559382];0.0596038082;[-0.0009333556,0.0034344531];0.0104036859;0.1114343876;0.1444341751;0.0035590196
7;83;[0.0021644011,-0.0275667188];[-0.0036227864,-0.0049733163];[-0.0036227864,-0.0049733163];0.0184109452;[-0.0009333556,0.0034344531];0.0104036859;0.1087666475;0.1453854660;0.0035590196
7;109;[-0.0160976797,-0.0156487253];[-0.0125382769,-0.0134348329];[-0.0125382769,-0.0134348329];0.0609495785;[-0.0009333556,0.0034344531];0.0104036859;0.1082357767;0.1455299507;0.0035590196
7;134;[-0.0008497289,-0.0053393622];[-0.0008497289,-0.0053393622];[-0.0008497289,-0.0053393622];0.0160702302;[-0.0009333556,0.0034344531];0.0104036859;0.1082357767;0.1455299507;0.0035590196
7;22;[-0.0475483508,0.0314422245];[0.0057564998,-0.0045002135];[0.0057564998,-0.0045002135];0.0220878898;[-0.0009333556,0.0034344531];0.0104036859;0.1007767373;0.1440117085;0.0035590196
7;43;[-0.0497210556,0.0218412205];[0.0086411523,-0.0033084127];[0.0086411523,-0.0033084127];0.0284493183;[-0.0009333556,0.0034344531];0.0104036859;0.0940432183;0.1425056478;0.0035590196
7;94;[-0.0471966580,0.0262499195];[-0.0302271195,0.0147625419];[-0.0302271195,0.0147625419];0.1250341772;[-0.0009333556,0.0034344531];0.0104036859;0.0905831846;0.1404360114;0.0035590196
7;130;[-0.0009333556,0.0034344531];[-0.0009333556,0.0034344531];[-0.0009333556,0.0034344531];0.0104036859;[-0.0009333556,0.0034344531];0.0104036859;0.0905831846;0.1404360114;0.0035590196
7;126;[0.0190552366,-0.0461868978];[0.0190552366,-0.0461868978];[0.0190552366,-0.0461868978];0.2065715158;[-0.0009333556,0.0034344531];0.0104036859;0.0905831846;0.1404360114;0.0035590196
7;32;[0.0049137104,0.0012629669];[0.0048469328,0.0012653179];[0.0048469328,0.0012653179];0.0148367132;[-0.0009333556,0.0034344531];0.0104036859;0.0905765725;0.1404395729;0.0035590196
7;90;[0.0224687383,0.0129391323];[0.0065133729,0.0032910436];[0.0065133729,0.0032910436];0.0220582880;[-0.0009333556,0.0034344531];0.0104036859;0.0882734258;0.1409767709;0.0035590196
7;116;[-0.0488626383,0.0048328893];[0.0163564759,0.0002979061];[0.0163564759,0.0002979061];0.0533814064;[-0.0009333556,0.0034344531];0.0104036859;0.0833252967;0.1395017811;0.0035590196
7;95;[0.0097254495,-0.0183035201];[-0.0023405695,0.0097710254];[-0.0023405695,0.0097710254];0.0311044935;[-0.0009333556,0.0034344531];0.0104036859;0.0820278093;0.1398001106;0.0035590196
7;140;[-0.0007235262,0.0068876442];[-0.0007235262,0.0068876442];[-0.0007235262,0.0068876442];0.0208650708;[-0.0009333556,0.0034344531];0.0104036859;0.0820278093;0.1398001106;0.0035590196
7;135;[0.0019364313,0.0032588859];[0.0019364313,0.0032588859];[0.0019364313,0.0032588859];0.0111045931;[-0.0009333556,0.0034344531];0.0104036859;0.0820278093;0.1398001106;0.0035590196
7;120;[0.0402794632,-0.0108825054];[0.0402794632,-0.0108825054];[0.0402794632,-0.0108825054];0.1637413363;[-0.0009333556,0.0034344531];0.0104036859;0.0820278093;0.1398001106;0.0035590196
7;110;[-0.0509147070,0.0009647202];[-0.0448606327,0.0098531787];[-0.0448606327,0.0098531787];0.1851495170;[-0.0009333556,0.0034344531];0.0104036859;0.0811451161;0.1390606619;0.0035590196
7;131;[-0.0053282899,0.0076026862];[-0.0053282899,0.0076026862];[-0.0053282899,0.0076026862];0.0285527407;[-0.0009333556,0.0034344531];0.0104036859;0.0811451161;0.1390606619;0.0035590196
7;99;[-0.1313037470,0.0169308203];[-0.1313037470,0.0169308203];[-0.1313037470,0.0169308203];0.7810977204;[-0.0009333556,0.0034344531];0.0104036859;0.0811451161;0.1390606619;0.0035590196
7;145;[-0.0036227864,-0.0053393622];[-0.0036227864,-0.0051398759];[-0.0036227864,-0.0051398759];0.0188387222;[-0.0009333556,0.0034344531];0.0104036859;0.0811451161;0.1390606619;0.0035590196
7;146;[-11.1324788236,-0.0049733163];[-6.7908549700,-0.0051744075];[-6.7908549700,-0.0051744075];13.1918856583;[-0.0009333556,0.0034344531];0.0104036859;0.0791352324;0.1372415917;0.0035590196
7;147;[-0.0008497289,-0.0053393622];[-0.0008497289,-0.0053393622];[-0.0008497289,-0.0053393622];0.0160702302;[-0.0009333556,0.0034344531];0.0104036859;0.4889086832;2.2855173076;0.0035590196
7;148;[-0.0125382769,-0.0134348329];[-0.0125382769,-0.0134348329];[-0.0125382769,-0.0134348329];0.0609495785;[-0.0009333556,0.0034344531];0.0104036859;0.4745802452;2.2520809286;0.0035590196
7;149;[11.4820953688,-0.0045002135];[8.9365737236,0.0000482137];[8.9365737236,0.0000482137];14.4530099936;[-0.0009333556,0.0034344531];0.0104036859;0.4624146374;2.2198153014;0.0035590196
7;150;[0.0057564998,0.0158199257];[0.0057564998,0.0158199257];[0.0057564998,0.0158199257];0.0551462281;[-0.0009333556,0.0034344531];0.0104036859;0.8621459333;3.1967930299;0.0035590196
7;151;[0.0157014259,0.0158199257];[0.0101774892,0.0042862961];[0.0101774892,0.0042862961];0.0344795545;[-0.0009333556,0.0034344531];0.0104036859;0.8397292748;3.1548690629;0.0035590196
7;152;[0.0086411523,-30.6652456175];[0.0133056440,-22.1716433282];[0.0133056440,-22.1716433282];19.7641254483;[-0.0009333556,0.0034344531];0.0104036859;0.8179657688;3.1146821408;0.0035590196
7;153;[-0.0007235262,0.0032910436];[-0.0007235262,0.0032910436];[-0.0007235262,0.0032910436];0.0098330983;[-0.0009333556,0.0034344531];0.0104036859;1.3165489183;4.3178234942;0.0035590196
7;154;[0.0065133729,0.0068876442];[0.0065133729,0.0046575944];[0.0065133729,0.0046575944];0.0243547248;[-0.0009333556,0.0034344531];0.0104036859;1.2830433845;4.2671088923;0.0035590196
7;155;[-0.0007235262,0.0097710254];[-0.0007235262,0.0070428780];[-0.0007235262,0.0070428780];0.0213593256;[-0.0009333556,0.0034344531];0.0104036859;1.2515761680;4.2180125752;0.0035590196
7;156;[-0.0023405695,0.0068876442];[-0.0023351581,0.0068876442];[-0.0023351581,0.0068876442];0.0219782634;[-0.0009333556,0.0034344531];0.0104036859;1.2215708791;4.1705755696;0.0035590196
7;157;[0.0019364313,0.0124317617];[0.0019364313,0.0117024762];[0.0019364313,0.0117024762];0.0372919827;[-0.0009333556,0.0034344531];0.0104036859;1.1930091502;4.1246832024;0.0035590196
7;158;[-0.0075019057,0.0032588859];[-0.0075019057,0.0032588859];[-0.0075019057,0.0032588859];0.0249147370;[-0.0009333556,0.0034344531];0.0104036859;1.1661320068;4.0801593210;0.0035590196
7;159;[-30.8445141330,0.0015118765];[-10.9256207743,0.0015118765];[-10.9256207743,0.0015118765];15.8762180581;[-0.0009333556,0.0034344531];0.0104036859;1.1401952506;4.0371115941;0.0035590196
7;160;[-0.0053282899,0.0076026862];[-0.0053282899,0.0076026862];[-0.0053282899,0.0076026862];0.0285527407;[-0.0009333556,0.0034344531];0.0104036859;1.4676624241;4.5447128878;0.0035590196
7;112;[0.0147830720,0.0096420066];[0.0142521370,0.0085911718];[0.0142521370,0.0085911718];0.0544286267;[-0.0009333556,0.0034344531];0.0104036859;1.4362954940;4.4999640156;0.0035590196
7;124;[-0.0205725333,0.0021323274];[-0.0124956143,0.0032687549];[-0.0124956143,0.0032687549];0.0409686531;[-0.0009333556,0.0034344531];0.0104036859;1.4356676219;4.5001566402;0.0035590196
7;138;[0.0110525432,0.0121021907];[0.0002819316,0.0083140348];[0.0002819316,0.0083140348];0.0253708621;[-0.0009333556,0.0034344531];0.0104036859;1.4350561781;4.5003463033;0.0035590196
7;142;[0.0070279635,0.0099597560];[-0.0006745969,0.0091310684];[-0.0006745969,0.0091310684];0.0281277080;[-0.0009333556,0.0034344531];0.0104036859;1.4348322065;4.5004160603;0.0035590196
7;144;[-0.0043560586,-0.0063768544];[-0.0043560586,-0.0063768544];[-0.0043560586,-0.0063768544];0.0234304473;[-0.0009333556,0.0034344531];0.0104036859;1.4348322065;4.5004160603;0.0035590196
7;48;[0.0183538567,0.0106320784];[0.0086177804,0.0078106246];[0.0086177804,0.0078106246];0.0364952945;[-0.0009333556,0.0034344531];0.0104036859;1.4340617530;4.5006523443;0.0035590196
7;106;[0.0060378024,0.0160857228];[0.0031687336,0.0126257500];[0.0031687336,0.0126257500];0.0413246833;[-0.0009333556,0.0034344531];0.0104036859;1.4337331568;4.5007534642;0.0035590196
7;126;[0.0190552366,-0.0461868978];[0.0190552366,-0.0461868978];[0.0190552366,-0.0461868978];0.2065715158;[-0.0009333556,0.0034344531];0.0104036859;1.4337331568;4.5007534642;0.0035590196
7;120;[0.0402794632,-0.0108825054];[0.0287624796,-0.0027339509];[0.0287624796,-0.0027339509];0.1037957927;[-0.0009333556,0.0034344531];0.0104036859;1.4324299928;4.5011296561;0.0035590196
7;99;[-0.1313037470,0.0169308203];[-0.0899979949,0.0126618034];[-0.0899979949,0.0126618034];0.4629356527;[-0.0009333556,0.0034344531];0.0104036859;1.4255134261;4.5023694759;0.0035590196
7;145;[-0.0036227864,-0.0051398759];[-0.0036227864,-0.0051398759];[-0.0036227864,-0.0051398759];0.0188387222;[-0.0009333556,0.0034344531];0.0104036859;1.4255134261;4.5023694759;0.0035590196
7;146;[-6.7908549700,-0.0051744075];[-2.2381280551,-0.0034044600];[-2.2381280551,-0.0034044600];6.4335458409;[-0.0009333556,0.0034344531];0.0104036859;1.2785929953;4.2172553311;0.0035590196
7;147;[-0.0008497289,-0.0053393622];[-0.0008497289,-0.0053393622];[-0.0008497289,-0.0053393622];0.0160702302;[-0.0009333556,0.0034344531];0.0104036859;1.2785929953;4.2172553311;0.0035590196
7;148;[-0.0125382769,-0.0134348329];[-0.0105039487,-0.0032383912];[-0.0105039487,-0.0032383912];0.0343038032;[-0.0009333556,0.0034344531];0.0104036859;1.2780137393;4.2174243658;0.0035590196
7;149;[8.9365737236,0.0000482137];[0.6266740959,0.0011423730];[0.6266740959,0.0011423730];3.2524780229;[-0.0009333556,0.0034344531];0.0104036859;1.0345239139;3.7468175141;0.0035590196
7;150;[0.0057564998,0.0158199257];[0.0057564998,0.0158199257];[0.0057564998,0.0158199257];0.0551462281;[-0.0009333556,0.0034344531];0.0104036859;1.0345239139;3.7468175141;0.0035590196
7;151;[0.0101774892,0.0042862961];[0.0018954234,0.0035264086];[0.0018954234,0.0035264086];0.0117504263;[-0.0009333556,0.0034344531];0.0104036859;1.0340298024;3.7469508587;0.0035590196
7;152;[0.0133056440,-22.1716433282];[-0.0003819911,-5.0481633987];[-0.0003819911,-5.0481633987];10.2666351672;[-0.0009333556,0.0034344531];0.0104036859;0.8275626224;2.8676875732;0.0035590196
7;153;[-0.0007235262,0.0032910436];[-0.0007235262,0.0032910436];[-0.0007235262,0.0032910436];0.0098330983;[-0.0009333556,0.0034344531];0.0104036859;0.8275626224;2.8676875732;0.0035590196
7;154;[0.0065133729,0.0046575944];[-0.0002186836,0.0044298953];[-0.0002186836,0.0044298953];0.0130686371;[-0.0009333556,0.0034344531];0.0104036859;0.8273172727;2.8677567644;0.0035590196
7;155;[-0.0007235262,0.0070428780];[-0.0007235262,0.0070395338];[-0.0007235262,0.0070395338];0.0213486633;[-0.0009333556,0.0034344531];0.0104036859;0.8273170409;2.8677568295;0.0035590196
7;156;[-0.0023351581,0.0068876442];[-0.0018286774,0.0049969026];[-0.0018286774,0.0049969026];0.0158038462;[-0.0009333556,0.0034344531];0.0104036859;0.8271828144;2.8677946648;0.0035590196
7;157;[0.0019364313,0.0117024762];[-0.0001923357,0.0055849904];[-0.0001923357,0.0055849904];0.0166374697;[-0.0009333556,0.0034344531];0.0104036859;0.8267338033;2.8679199173;0.0035590196
7;158;[-0.0075019057,0.0032588859];[-0.0075019057,0.0032588859];[-0.0075019057,0.0032588859];0.0249147370;[-0.0009333556,0.0034344531];0.0104036859;0.8267338033;2.8679199173;0.0035590196
7;159;[-10.9256207743,0.0015118765];[-5.9153556984,0.0030226323];[-5.9153556984,0.0030226323];11.5176380229;[-0.0009333556,0.0034344531];0.0104036859;0.7319820634;2.4035474129;0.0035590196
7;160;[-0.0053282899,0.0076026862];[-0.0036270613,0.0080297088];[-0.0036270613,0.0080297088];0.0269869974;[-0.0009333556,0.0034344531];0.0104036859;0.7319480255;2.4035573853;0.0035590196
8;52;[-0.0040134631,-0.0154188136];[-0.0026564179,-0.0099519900];[-0.0026564179,-0.0099519900];0.0319568739;[-0.0007235262,0.0032910436];0.0098330983;0.0255898957;0.0147994310;0.0033696377
8;74;[-0.0058234532,-0.0170559382];[0.0023439372,0.0052104790];[0.0023439372,0.0052104790];0.0170290098;[-0.0007235262,0.0032910436];0.0098330983;0.0241707357;0.0134494322;0.0033696377
8;83;[-0.0036227864,-0.0049733163];[-0.0012666673,-0.0052800586];[-0.0012666673,-0.0052800586];0.0161428997;[-0.0007235262,0.0032910436];0.0098330983;0.0240951342;0.0134879159;0.0033696377
8;124;[-0.0124956143,0.0032687549];[0.0038695201,-0.0094997669];[0.0038695201,-0.0094997669];0.0318125400;[-0.0007235262,0.0032910436];0.0098330983;0.0237899304;0.0132032376;0.0033696377
8;112;[0.0142521370,0.0085911718];[-0.0059383110,-0.0089863279];[-0.0059383110,-0.0089863279];0.0335523127;[-0.0007235262,0.0032910436];0.0098330983;0.0230940533;0.0120717460;0.0033696377
8;134;[-0.0008497289,-0.0053393622];[-0.0008497289,-0.0053393622];[-0.0008497289,-0.0053393622];0.0160702302;[-0.0007235262,0.0032910436];0.0098330983;0.0230940533;0.0120717460;0.0033696377
8;22;[0.0057564998,-0.0045002135];[0.0030132734,0.0034680193];[0.0030132734,0.0034680193];0.0135564187;[-0.0007235262,0.0032910436];0.0098330983;0.0228096709;0.0121919912;0.0033696377
8;43;[0.0086411523,-0.0033084127];[0.0037925601,0.0028979737];[0.0037925601,0.0028979737];0.0141067011;[-0.0007235262,0.0032910436];0.0098330983;0.0223315837;0.0122425739;0.0033696377
8;130;[-0.0009333556,0.0034344531];[-0.0009333556,0.0034344531];[-0.0009333556,0.0034344531];0.0104036859;[-0.0007235262,0.0032910436];0.0098330983;0.0223315837;0.0122425739;0.0033696377
8;151;[0.0018954234,0.0035264086];[0.0011876381,0.0032896192];[0.0011876381,0.0032896192];0.0102179414;[-0.0007235262,0.0032910436];0.0098330983;0.0222805009;0.0122897242;0.0033696377
8;118;[0.0157014259,0.0158199257];[0.0157014259,0.0158199257];[0.0157014259,0.0158199257];0.0762288948;[-0.0007235262,0.0032910436];0.0098330983;0.0222805009;0.0122897242;0.0033696377
8;32;[0.0048469328,0.0012653179];[-0.0001265561,0.0047270522];[-0.0001265561,0.0047270522];0.0139702422;[-0.0007235262,0.0032910436];0.0098330983;0.0222516185;0.0123081884;0.0033696377
8;90;[0.0065133729,0.0032910436];[0.0010940234,0.0049290623];[0.0010940234,0.0049290623];0.0149594559;[-0.0007235262,0.0032910436];0.0098330983;0.0220149908;0.0123776728;0.0033696377
8;95;[-0.0023405695,0.0097710254];[0.0012917743,0.0041604345];[0.0012917743,0.0041604345];0.0128269313;[-0.0007235262,0.0032910436];0.0098330983;0.0214057387;0.0123650977;0.0033696377
8;154;[-0.0002186836,0.0044298953];[-0.0002186836,0.0044298953];[-0.0002186836,0.0044298953];0.0130686371;[-0.0007235262,0.0032910436];0.0098330983;0.0214057387;0.0123650977;0.0033696377
8;140;[-0.0007235262,0.0068876442];[-0.0007235262,0.0068876442];[-0.0007235262,0.0068876442];0.0208650708;[-0.0007235262,0.0032910436];0.0098330983;0.0214057387;0.0123650977;0.0033696377
8;135;[0.0019364313,0.0032588859];[0.0018591519,0.0030203974];[0.0018591519,0.0030203974];0.0103665843;[-0.0007235262,0.0032910436];0.0098330983;0.0213811384;0.0123862833;0.0033696377
8;147;[-0.0008497289,-0.0053393622];[-0.0008497289,-0.0053393622];[-0.0008497289,-0.0053393622];0.0160702302;[-0.0007235262,0.0032910436];0.0098330983;0.0213811384;0.0123862833;0.0033696377
8;131;[-0.0053282899,0.0076026862];[-0.0042823861,0.0047886952];[-0.0042823861,0.0047886952];0.0192690658;[-0.0007235262,0.0032910436];0.0098330983;0.0210716826;0.0123190321;0.0033696377
